"session_uid","started_at","ended_at","created_at","updated_at","id","file","file_content","session_label","campaign","gps_data","mobile_device_id"
"session_2026-01-08T11-43-33-517124","2026-01-08 10:43:33.59148+00","2026-01-08 10:43:55.022316+00","2026-01-08 10:43:56.605054+00","2026-01-08 10:43:56.605054+00","a76c5e04-ddb1-4d41-8974-bc5333ca2f0e","uploads/sessions/session_2026-01-08T11-43-33-517124.txt","{mobile_device_id: UP1A.231005.007, sensor_type: live, timestamp: 2026-01-08T11:43:33.591567, data: {mgga: {}, wasp: {}, anemometer: {}}}

#START_TIME=2026-01-08T11:43:33.591480
#END_TIME=2026-01-08T11:43:55.022316",NULL,NULL,NULL,NULL
